symbol,action,time,price,qty,roc,pnl,hold_h
AERO/USD,ENTER,2025-05-28 21:00:00,0.574817625,17396.822165986996,0.00666315974048759,,5
BERA/USD,ENTER,2025-05-28 21:00:00,2.8165162500000003,3550.4854623153687,0.024772313296903548,,5
BICO/USD,ENTER,2025-05-28 21:00:00,0.11314125,88385.09385392154,0.013452914798206317,,5
FET/USD,ENTER,2025-05-28 21:00:00,0.912339,10960.838021831796,0.023245367770915237,,5
OCEAN/USD,ENTER,2025-05-28 21:00:00,0.39519337499999996,25304.067913587875,0.029741716671014995,,5
PROMPT/USD,ENTER,2025-05-28 21:00:00,0.2156992875,46360.83927722756,0.030617614696455187,,5
ZEC/USD,ENTER,2025-05-28 21:00:00,52.7358375,189.6243707137485,0.022123035125169777,,1
EOS/USD,ENTER,2025-05-28 22:00:00,0.7525395,13288.339017420347,0.0221678226574189,,3
TRAC/USD,ENTER,2025-05-28 22:00:00,0.46167637499999997,21660.19432984848,0.0235294117647058,,5
ZEC/USD,EXIT,2025-05-28 22:00:00,53.0436125,189.6243707137485,0.008353901651794171,58.36164069642385,1
ACX/USD,ENTER,2025-05-28 23:00:00,0.22367924999999997,44706.87379361296,0.02477064220183478,,5
ALCX/USD,ENTER,2025-05-28 23:00:00,10.152675,984.9620912715121,0.02735562310030404,,5
APE/USD,ENTER,2025-05-28 23:00:00,0.7165946249999999,13954.891163187278,0.025358166189111797,,5
API3/USD,ENTER,2025-05-28 23:00:00,0.81201375,12315.062398881793,0.04375804375804382,,5
APT/USD,ENTER,2025-05-28 23:00:00,5.394334499999999,1853.7967936545278,0.020146936302355423,,2
ARB/USD,ENTER,2025-05-28 23:00:00,0.410212125,24377.631451044996,0.03747784249177011,,5
ARKM/USD,ENTER,2025-05-28 23:00:00,0.6724395,14871.226333372742,0.033707865168539186,,1
AXS/USD,ENTER,2025-05-28 23:00:00,2.88259875,3469.0919088201226,0.024190679473496957,,3
CHZ/USD,ENTER,2025-05-28 23:00:00,0.044215199999999996,226166.56715337714,0.020332717190388205,,5
CRV/USD,ENTER,2025-05-28 23:00:00,0.76235175,13117.304446405482,0.021602039447202515,,5
CVC/USD,ENTER,2025-05-28 23:00:00,0.140675625,71085.52032379454,0.027046783625731097,,5
DRIFT/USD,ENTER,2025-05-28 23:00:00,0.692064,14449.530679243539,0.036437246963562764,,5
EDGE/USD,ENTER,2025-05-28 23:00:00,0.11555426249999999,86539.4299063611,0.021237058667374464,,5
ENA/USD,ENTER,2025-05-28 23:00:00,0.3904875,25609.01437305932,0.029023746701847042,,5
ENS/USD,ENTER,2025-05-28 23:00:00,23.50935,425.3626748506445,0.02577544779379637,,3
ETHFI/USD,ENTER,2025-05-28 23:00:00,1.3849289999999999,7220.586759321237,0.04062594041528733,,5
FIDA/USD,ENTER,2025-05-28 23:00:00,0.084105,118898.99530348969,0.020656136087484844,,5
FLOKI/USD,ENTER,2025-05-28 23:00:00,0.0001023377625,97715640.40204611,0.020569146280579265,,5
FLOW/USD,ENTER,2025-05-28 23:00:00,0.40500562500000004,24691.015093926162,0.02069139540751963,,2
GHST/USD,ENTER,2025-05-28 23:00:00,0.45026212499999996,22209.285313527096,0.025541619156214335,,5
GNO/USD,ENTER,2025-05-28 23:00:00,136.80078749999998,73.0989944045461,0.010801213286971922,,5
GRT/USD,ENTER,2025-05-28 23:00:00,0.1107082125,90327.5355475548,0.020394979697305304,,3
GTC/USD,ENTER,2025-05-28 23:00:00,0.28896075,34606.77617980989,0.023404255319149136,,2
HFT/USD,ENTER,2025-05-28 23:00:00,0.071789625,139295.89407940215,0.027220630372492893,,5
IDEX/USD,ENTER,2025-05-28 23:00:00,0.025331625,394763.46266771277,0.022635408245755828,,2
KERNEL/USD,ENTER,2025-05-28 23:00:00,0.20806976249999998,48060.8036451236,0.03728661275831091,,5
KSM/USD,ENTER,2025-05-28 23:00:00,19.2139875,520.4541743352336,0.05555555555555558,,5
LDO/USD,ENTER,2025-05-28 23:00:00,0.93616875,10681.834872185169,0.04469273743016755,,5
LPT/USD,ENTER,2025-05-28 23:00:00,5.53991625,1805.0814396336768,0.02977852224083377,,5
MANA/USD,ENTER,2025-05-28 23:00:00,0.30875546249999997,32388.090947540728,0.02021438496658501,,5
METIS/USD,ENTER,2025-05-28 23:00:00,19.964925,500.8784155212203,0.026776519052523096,,5
NEAR/USD,ENTER,2025-05-28 23:00:00,2.8695825,3484.82749668288,0.02576950608446671,,5
PEPE/USD,ENTER,2025-05-28 23:00:00,1.40175e-05,713393971.8209381,0.023017902813299296,,5
PERP/USD,ENTER,2025-05-28 23:00:00,0.28866037499999997,34642.78739331646,0.04343105320304019,,3
POPCAT/USD,ENTER,2025-05-28 23:00:00,0.45026212499999996,22209.285313527096,0.04121324380643654,,5
RPL/USD,ENTER,2025-05-28 23:00:00,4.9441725,2022.58315218573,0.02682470368059886,,2
SAND/USD,ENTER,2025-05-28 23:00:00,0.307083375,32564.446056384524,0.02267422474158054,,5
SEI/USD,ENTER,2025-05-28 23:00:00,0.2233888875,44764.98411318692,0.022783533510589482,,5
SPELL/USD,ENTER,2025-05-28 23:00:00,0.0005927399999999999,16870803.387657322,0.03135888501742157,,3
SUPER/USD,ENTER,2025-05-28 23:00:00,0.78958575,12664.86888852794,0.022960176417174738,,5
SUSHI/USD,ENTER,2025-05-28 23:00:00,0.74392875,13442.147517487394,0.03151464667499648,,5
SWELL/USD,ENTER,2025-05-28 23:00:00,0.011043787499999999,905486.4556204111,0.048479087452471425,,5
SXT/USD,ENTER,2025-05-28 23:00:00,0.1195192125,83668.55663477535,0.02675038706347843,,5
T/USD,ENTER,2025-05-28 23:00:00,0.0173116125,577646.9407456989,0.011111111111111072,,1
WLD/USD,ENTER,2025-05-28 23:00:00,1.3617000000000001,7343.761474627303,0.029523088569265887,,5
XTZ/USD,ENTER,2025-05-28 23:00:00,0.643203,15547.191166707868,0.03546099290780136,,5
ZRX/USD,ENTER,2025-05-28 23:00:00,0.26052525,38383.995409274154,0.023603461841070095,,5
AAVE/USD,ENTER,2025-05-29 00:00:00,272.4201,36.7080108993426,0.027182120205375915,,5
ARKM/USD,EXIT,2025-05-29 00:00:00,0.676852875,14871.226333372742,0.009082787373436485,65.63229851904971,1
ARPA/USD,ENTER,2025-05-29 00:00:00,0.025702087499999998,389073.4556093936,0.025979216626698554,,5
AUDIO/USD,ENTER,2025-05-29 00:00:00,0.07589475000000001,131761.41959753472,0.020188425302826385,,5
BLUR/USD,ENTER,2025-05-29 00:00:00,0.10402987500000001,96126.23296913506,0.03383084577114426,,5
BNT/USD,ENTER,2025-05-29 00:00:00,0.7285095,13726.656961920195,0.03528742174160504,,5
CELO/USD,ENTER,2025-05-29 00:00:00,0.379573875,26345.332644402883,0.02598105548037899,,5
COW/USD,ENTER,2025-05-29 00:00:00,0.46277775,21608.644754420453,0.09448259531138992,,5
CTSI/USD,ENTER,2025-05-29 00:00:00,0.074993625,133344.6676300819,0.04463040446304034,,5
DASH/USD,ENTER,2025-05-29 00:00:00,24.0720525,415.419499438197,0.021151885830784867,,5
KAVA/USD,ENTER,2025-05-29 00:00:00,0.43073775000000003,23215.982346567023,0.020398481973434635,,2
KNC/USD,ENTER,2025-05-29 00:00:00,0.365756625,27340.584739920978,0.03543083900226751,,3
L3/USD,ENTER,2025-05-29 00:00:00,0.05266575,189876.7225378923,0.02734375,,1
LINK/USD,ENTER,2025-05-29 00:00:00,16.057436737499998,622.7644027795754,0.031129888216073542,,5
LQTY/USD,ENTER,2025-05-29 00:00:00,0.87489225,11429.978948836271,0.0343276515151516,,5
MOG/USD,ENTER,2025-05-29 00:00:00,1.1922885e-06,8387231781.569645,0.055206025697829064,,5
MORPHO/USD,ENTER,2025-05-29 00:00:00,1.479066525,6761.021110933466,0.02141400172860841,,5
PENGU/USD,ENTER,2025-05-29 00:00:00,0.012723885,785923.4817038978,0.02228300217198953,,5
PRIME/USD,ENTER,2025-05-29 00:00:00,3.3001199999999997,3030.1928414724316,0.02775179295291541,,5
REZ/USD,ENTER,2025-05-29 00:00:00,0.01413765,707331.133533508,0.033674963396779,,5
T/USD,EXIT,2025-05-29 00:00:00,0.017408212500000003,577646.9407456989,0.00809716599190291,55.80069447603581,1
UMA/USD,ENTER,2025-05-29 00:00:00,1.22653125,8153.073963667864,0.026823134953897654,,5
AKT/USD,ENTER,2025-05-29 01:00:00,1.485754875,6730.585353118899,0.027702749497887647,,5
APT/USD,EXIT,2025-05-29 01:00:00,5.476046375,1853.7967936545278,0.002614928866620181,151.47721187850098,2
AVAX/USD,ENTER,2025-05-29 01:00:00,23.8197375,419.8199077550708,0.028979238754325287,,5
BAL/USD,ENTER,2025-05-29 01:00:00,1.16445375,8587.717631550415,0.03194321206743567,,5
BAND/USD,ENTER,2025-05-29 01:00:00,0.75193875,13298.955533279805,0.03443526170798905,,5
BCH/USD,ENTER,2025-05-29 01:00:00,424.31973750000003,23.56713373485248,0.03712495717292352,,5
DOGE/USD,ENTER,2025-05-29 01:00:00,0.22439774699999998,44563.72728198559,0.022345690838841525,,5
EOS/USD,EXIT,2025-05-29 01:00:00,0.751159875,13288.339017420347,-0.00542184607246754,-18.332924716908487,3
FLOW/USD,EXIT,2025-05-29 01:00:00,0.4070905,24691.015093926162,-0.004639804639804512,51.47768009394896,2
G/USD,ENTER,2025-05-29 01:00:00,0.014878575,672107.3758743698,0.026952315134761484,,5
GIGA/USD,ENTER,2025-05-29 01:00:00,0.02277142875,439146.79705813364,0.04772653982586261,,5
GMT/USD,ENTER,2025-05-29 01:00:00,0.058653224999999996,170493.60883395586,0.03883667316900152,,5
GTC/USD,EXIT,2025-05-29 01:00:00,0.29582975,34606.77617980989,0.01717032967032961,237.7139455791146,2
HNT/USD,ENTER,2025-05-29 01:00:00,3.80174625,2630.3701884364323,0.03443578706478512,,5
ICP/USD,ENTER,2025-05-29 01:00:00,5.527901249999999,1809.0048189627123,0.0550353525702274,,3
IDEX/USD,EXIT,2025-05-29 01:00:00,0.0256578875,394763.46266771277,0.0,128.79651423862484,2
KAITO/USD,ENTER,2025-05-29 01:00:00,2.2179689999999996,4508.629291031571,0.019138755980861122,,5
L3/USD,EXIT,2025-05-29 01:00:00,0.052434375,189876.7225378923,-0.0019011406844107182,-43.93272667720463,1
LRC/USD,ENTER,2025-05-29 01:00:00,0.097722,102331.1025152985,0.023060796645702375,,5
ME/USD,ENTER,2025-05-29 01:00:00,0.9451799999999999,10579.99534480205,0.02076124567474058,,5
OGN/USD,ENTER,2025-05-29 01:00:00,0.067384125,148402.90647092322,0.047960137028962846,,5
OP/USD,ENTER,2025-05-29 01:00:00,0.79959825,12506.280497737458,0.06664885802056886,,5
ORCA/USD,ENTER,2025-05-29 01:00:00,2.9807212499999998,3354.892712627858,0.073953823953824,,5
POL/USD,ENTER,2025-05-29 01:00:00,0.2317393125,43151.936079037085,0.028255364520858306,,5
RED/USD,ENTER,2025-05-29 01:00:00,0.43213949999999995,23140.675638306613,0.026153114598193028,,5
RLC/USD,ENTER,2025-05-29 01:00:00,1.1736652499999998,8520.317015435196,0.036794622324429316,,5
RPL/USD,EXIT,2025-05-29 01:00:00,4.96079125,2022.58315218573,-0.008978451715881852,33.61280376038685,2
SNX/USD,ENTER,2025-05-29 01:00:00,0.7949925,12578.735019512762,0.043363994743758294,,5
TNSR/USD,ENTER,2025-05-29 01:00:00,0.155093625,64477.182733977614,0.032666666666666844,,5
TRU/USD,ENTER,2025-05-29 01:00:00,0.042312825,236334.96463542673,0.04294175715695947,,5
ZK/USD,ENTER,2025-05-29 01:00:00,0.06279839999999999,159239.725852888,0.058922843153807136,,5
AERO/USD,EXIT,2025-05-29 02:00:00,0.606341125,17396.822165986996,0.019308260577568737,548.4087235494917,5
ALICE/USD,ENTER,2025-05-29 02:00:00,0.48720824999999995,20525.10399813632,0.07039155301363831,,5
ARKM/USD,ENTER,2025-05-29 02:00:00,0.6957686249999999,14372.594050213174,0.029481481481481442,,1
AXS/USD,EXIT,2025-05-29 02:00:00,2.952305,3469.0919088201226,0.014065180102915908,241.81738786919217,3
BERA/USD,EXIT,2025-05-29 02:00:00,2.94831,3550.4854623153687,0.01863354037267073,467.9317933990259,5
BICO/USD,EXIT,2025-05-29 02:00:00,0.119051,88385.09385392154,0.01274426508071369,522.3338084032133,5
BONK/USD,ENTER,2025-05-29 02:00:00,2.078895375e-05,481024688.4117485,0.03118947107027581,,5
ENS/USD,EXIT,2025-05-29 02:00:00,24.7590125,425.3626748506445,0.01765188834154352,531.5597836605433,3
ETH/USD,ENTER,2025-05-29 02:00:00,2775.6252,3.602791904324835,0.021994470046082792,,3
FET/USD,EXIT,2025-05-29 02:00:00,0.9262407500000001,10960.838021831796,0.01610605894598449,152.3748299700007,5
GFI/USD,ENTER,2025-05-29 02:00:00,0.90813375,11011.593831855716,0.020247469066366763,,5
GRT/USD,EXIT,2025-05-29 02:00:00,0.11374763750000001,90327.5355475548,0.023362386557642223,274.54376973162783,3
IDEX/USD,ENTER,2025-05-29 02:00:00,0.0262427625,381057.44393335114,0.020241339042428974,,2
INJ/USD,ENTER,2025-05-29 02:00:00,15.219,657.0733950982325,0.022811385505685955,,5
KAVA/USD,EXIT,2025-05-29 02:00:00,0.43086075,23215.982346567023,0.011963406052075909,2.8555658286273777,2
LTC/USD,ENTER,2025-05-29 02:00:00,98.5129875,101.50945833411052,0.02032562480555833,,3
OCEAN/USD,EXIT,2025-05-29 02:00:00,0.401397625,25304.067913587875,0.01721083270058199,156.99276335287814,5
PENDLE/USD,ENTER,2025-05-29 02:00:00,4.66882875,2141.8648092415037,0.02303641948222923,,5
PERP/USD,EXIT,2025-05-29 02:00:00,0.286841,34642.78739331646,0.0,-63.02822131371362,3
PROMPT/USD,EXIT,2025-05-29 02:00:00,0.22615695,46360.83927722756,0.02257947976878616,484.8260103779894,5
RPL/USD,ENTER,2025-05-29 02:00:00,5.15043,1941.5854598548083,0.03563519226897527,,2
RSR/USD,ENTER,2025-05-29 02:00:00,0.00861876,1160259.7125340537,0.02427415516420739,,5
SPELL/USD,EXIT,2025-05-29 02:00:00,0.00060224625,16870803.387657322,0.01858108108108114,160.37807470391976,3
TOSHI/USD,ENTER,2025-05-29 02:00:00,0.0006965696250000001,14356066.703310525,0.02143591249449428,,5
WELL/USD,ENTER,2025-05-29 02:00:00,0.034443,290334.75597363757,0.057160417947142106,,5
WIF/USD,ENTER,2025-05-29 02:00:00,1.1814749999999998,8463.99627584164,0.03345594675074448,,5
AERO/USD,ENTER,2025-05-29 02:00:00,0.6078588749999999,16451.186963421405,0.019308260577568737,,5
BICO/USD,ENTER,2025-05-29 02:00:00,0.119349,83787.8825964189,0.01274426508071369,,5
GRT/USD,ENTER,2025-05-29 02:00:00,0.1140323625,87694.40341990635,0.023362386557642223,,3
PROMPT/USD,ENTER,2025-05-29 02:00:00,0.22672305,44106.67552328711,0.02257947976878616,,5
ARKM/USD,EXIT,2025-05-29 03:00:00,0.680048875,14372.594050213174,-0.020146783709886318,-225.9335853208374,1
KNC/USD,EXIT,2025-05-29 03:00:00,0.36754,27340.584739920978,0.007391185327128236,48.758515310555914,3
TRAC/USD,EXIT,2025-05-29 03:00:00,0.478700875,21660.19432984848,-0.0035343035343035067,368.75397836850664,5
ACX/USD,EXIT,2025-05-29 04:00:00,0.22741537500000003,44706.87379361296,0.0,167.030468852165,5
ALCX/USD,EXIT,2025-05-29 04:00:00,10.10735,984.9620912715121,-0.025048169556840194,-44.64340678688134,5
APE/USD,EXIT,2025-05-29 04:00:00,0.72129725,13954.891163187278,-0.013522742794700227,65.62462005628457,5
API3/USD,EXIT,2025-05-29 04:00:00,0.8019962500000001,12315.062398881793,-0.025485436893203817,-123.36613758079716,5
ARB/USD,EXIT,2025-05-29 04:00:00,0.42476837500000003,24377.631451044996,-0.01116019530341772,354.8468978092749,5
