symbol,action,time,price,qty,roc,pnl,hold_h
CHZ/USD,EXIT,2025-05-29 04:00:00,0.0437752125,226166.56715337714,-0.015277465738036344,-99.51046246539552,5
CRV/USD,EXIT,2025-05-29 04:00:00,0.788613,13117.304446405482,-0.010030090270812475,344.47681139316614,5
CVC/USD,EXIT,2025-05-29 04:00:00,0.139525375,71085.52032379454,-0.02783576896311768,-81.76611975244407,5
DRIFT/USD,EXIT,2025-05-29 04:00:00,0.7156043750000001,14449.530679243539,0.014010755731672875,340.14737076339844,5
EDGE/USD,EXIT,2025-05-29 04:00:00,0.1149061875,86539.4299063611,-0.006905481225722876,-56.08404103656359,5
ENA/USD,EXIT,2025-05-29 04:00:00,0.39200937500000005,25609.01437305932,-0.022659362549800832,38.97371874900122,5
ETHFI/USD,EXIT,2025-05-29 04:00:00,1.4523822499999999,7220.586759321237,-0.034331628926223545,487.0520438231854,5
FIDA/USD,EXIT,2025-05-29 04:00:00,0.08429450000000001,118898.99530348969,-0.008225616921268997,22.53135961001238,5
FLOKI/USD,EXIT,2025-05-29 04:00:00,0.000102451775,97715640.40204611,-0.022023071789493698,11.140804451339287,5
GHST/USD,EXIT,2025-05-29 04:00:00,0.45453112500000004,22209.285313527096,0.008867213478164437,94.81143900344891,5
GNO/USD,EXIT,2025-05-29 04:00:00,139.6552125,73.0989944045461,-0.011592563794443955,208.655597103198,5
HFT/USD,EXIT,2025-05-29 04:00:00,0.07330825,139295.89407940215,0.0,211.5382271463334,5
ICP/USD,EXIT,2025-05-29 04:00:00,5.43220125,1809.0048189627123,0.0003678499172337091,-173.12176117472978,3
IDEX/USD,EXIT,2025-05-29 04:00:00,0.0251585125,381057.44393335114,-0.03891644410530337,-413.16153358473537,2
KERNEL/USD,EXIT,2025-05-29 04:00:00,0.18812455,48060.8036451236,-0.059939112641613,-958.5829416227635,5
KSM/USD,EXIT,2025-05-29 04:00:00,18.506837500000003,520.4541743352336,-0.017497348886532205,-368.0391693811597,5
LDO/USD,EXIT,2025-05-29 04:00:00,0.96379375,10681.834872185169,-0.032096288866599876,295.0856883441154,5
LPT/USD,EXIT,2025-05-29 04:00:00,5.596995000000001,1805.0814396336768,-0.004264392324093813,103.03179222249166,5
MANA/USD,EXIT,2025-05-29 04:00:00,0.30909315,32388.090947540728,-0.005846450369418665,10.937053461848203,5
METIS/USD,EXIT,2025-05-29 04:00:00,20.4444125,500.8784155212203,-0.01869606903163956,240.16493926222992,5
NEAR/USD,EXIT,2025-05-29 04:00:00,2.9113562500000003,3484.82749668288,-0.010522742701968846,145.5743126395578,5
PEPE/USD,EXIT,2025-05-29 04:00:00,1.448686875e-05,713393971.8209381,0.010308560284181922,334.84483681112926,5
POPCAT/USD,EXIT,2025-05-29 04:00:00,0.4462415,22209.285313527096,-0.009312638580931343,-89.29520776369864,5
RPL/USD,EXIT,2025-05-29 04:00:00,5.0346987500000004,1941.5854598548083,-0.020594521080240846,-224.70211225082105,2
SAND/USD,EXIT,2025-05-29 04:00:00,0.306116875,32564.446056384524,-0.009052699644358286,-31.473537113495034,5
SEI/USD,EXIT,2025-05-29 04:00:00,0.22715570000000002,44764.98411318692,-0.0024998903556860963,168.62130171985487,5
SUPER/USD,EXIT,2025-05-29 04:00:00,0.784618,12664.86888852794,-0.01045471721879343,-62.91590242098388,5
SUSHI/USD,EXIT,2025-05-29 04:00:00,0.76843825,13442.147517487394,-0.0033678756476684946,329.46031457985674,5
SWELL/USD,EXIT,2025-05-29 04:00:00,0.0108364375,905486.4556204111,-0.018099547511312264,-187.7526165728909,5
SXT/USD,EXIT,2025-05-29 04:00:00,0.1181221625,83668.55663477535,-0.014498791767352803,-116.88915704661264,5
WLD/USD,EXIT,2025-05-29 04:00:00,1.354305,7343.761474627303,-0.012381646030589888,-54.3071161048692,5
XTZ/USD,EXIT,2025-05-29 04:00:00,0.6412973750000001,15547.191166707868,-0.009104938271604968,-29.627116167056293,5
ZRX/USD,EXIT,2025-05-29 04:00:00,0.25997462499999996,38383.995409274154,-0.0003840245775731388,-21.13518747223261,5
AAVE/USD,EXIT,2025-05-29 05:00:00,266.66625,36.7080108993426,-0.007361142092348949,-211.2123885131824,5
ARPA/USD,EXIT,2025-05-29 05:00:00,0.02528835,389073.4556093936,-0.011323701679031739,-160.97427884019035,5
AUDIO/USD,EXIT,2025-05-29 05:00:00,0.075405625,131761.41959753472,-0.010484927916120657,-64.44780436064508,5
BLUR/USD,EXIT,2025-05-29 05:00:00,0.10137312500000001,96126.23296913506,-0.02777777777777779,-255.3833694407495,5
BNT/USD,EXIT,2025-05-29 05:00:00,0.745167375,13726.656961920195,0.0,228.65693583954544,5
CELO/USD,EXIT,2025-05-29 05:00:00,0.37553000000000003,26345.332644402883,0.002666666666666595,-106.53723204738404,5
COW/USD,EXIT,2025-05-29 05:00:00,0.47550487500000005,21608.644754420453,-0.01469370860927155,275.01592287010476,5
CTSI/USD,EXIT,2025-05-29 05:00:00,0.073807625,133344.6676300819,0.0,-158.14677580927616,5
DASH/USD,EXIT,2025-05-29 05:00:00,23.78123625,415.419499438197,-0.01623698562221121,-120.81074100349458,5
ETH/USD,EXIT,2025-05-29 05:00:00,2720.5850124999997,3.602791904324835,-0.0016016947910101331,-198.2983419375218,3
GRT/USD,EXIT,2025-05-29 05:00:00,0.10990245,87694.40341990635,-0.003260869565217428,-362.1702128639139,3
LINK/USD,EXIT,2025-05-29 05:00:00,15.7448543,622.7644027795754,-0.024510137581014724,-194.66521500907018,5
LQTY/USD,EXIT,2025-05-29 05:00:00,0.861821375,11429.978948836271,-0.03640424343941928,-149.3998260928707,5
LTC/USD,EXIT,2025-05-29 05:00:00,96.54916250000001,101.50945833411052,-0.00257944696657042,-199.34681201298315,3
MOG/USD,EXIT,2025-05-29 05:00:00,1.1685375e-06,8387231781.569645,-0.0074652188666440855,-199.20514204406075,5
MORPHO/USD,EXIT,2025-05-29 05:00:00,1.4689315375,6761.021110933466,-0.0028475155426890275,-68.52286444654584,5
PENGU/USD,EXIT,2025-05-29 05:00:00,0.01235254,785923.4817038978,0.003000567674965593,-291.8487553133342,5
PRIME/USD,EXIT,2025-05-29 05:00:00,3.2079850000000003,3030.1928414724316,-0.04176610978520279,-279.1868174490607,5
REZ/USD,EXIT,2025-05-29 05:00:00,0.0139825,707331.133533508,-0.004267425320056861,-109.74242536772358,5
UMA/USD,EXIT,2025-05-29 05:00:00,1.2564275,8153.073963667864,0.0,243.746337486305,5
AKT/USD,EXIT,2025-05-29 06:00:00,1.4717580000000001,6730.585353118899,-0.006941168542354603,-94.20716186443546,5
ATOM/USD,ENTER,2025-05-29 06:00:00,4.823722125,2073.0879061571154,0.02358340238383594,,5
AVAX/USD,EXIT,2025-05-29 06:00:00,23.630425000000002,419.8199077550708,-0.005464480874316946,-79.47715628688026,5
BAL/USD,EXIT,2025-05-29 06:00:00,1.17453,8587.717631550415,0.011177987962166736,86.53198978490994,5
BAND/USD,EXIT,2025-05-29 06:00:00,0.74307,13298.955533279805,-0.009320905459387463,-117.945111885775,5
BCH/USD,EXIT,2025-05-29 06:00:00,421.83205000000004,23.56713373485248,-0.00337431274923905,-58.627664003020655,5
CELR/USD,ENTER,2025-05-29 06:00:00,0.0096941025,1031555.0098629554,0.03561878275751407,,5
COOKIE/USD,ENTER,2025-05-29 06:00:00,0.2540271375,39365.87286860248,0.0430439072520965,,5
CVX/USD,ENTER,2025-05-29 06:00:00,3.3962399999999997,2944.432666713778,0.03320134023758747,,5
DEGEN/USD,ENTER,2025-05-29 06:00:00,0.005433783750000001,1840338.235764351,0.030573490315229934,,5
DOGE/USD,EXIT,2025-05-29 06:00:00,0.22442581662500002,44563.72728198559,0.0026285307356495036,1.2508871134095387,5
EIGEN/USD,ENTER,2025-05-29 06:00:00,1.70112375,5878.46710152627,0.1319120586275817,,5
FIS/USD,ENTER,2025-05-29 06:00:00,0.19244025,51964.18108997468,0.09703196347031962,,5
G/USD,EXIT,2025-05-29 06:00:00,0.015011212500000001,672107.3758743698,0.01144010767160153,89.1466420675375,5
GIGA/USD,EXIT,2025-05-29 06:00:00,0.022117318750000003,439146.79705813364,-0.026293804687156364,-287.25031142369403,5
GMT/USD,EXIT,2025-05-29 06:00:00,0.0581672,170493.60883395586,-0.005804028678729978,-82.8641562335224,5
HNT/USD,EXIT,2025-05-29 06:00:00,3.7363237500000004,2630.3701884364323,-0.014748485646563059,-172.08539365298117,5
IMX/USD,ENTER,2025-05-29 06:00:00,0.640699875,15607.931872938167,0.03593977659057801,,5
KAITO/USD,EXIT,2025-05-29 06:00:00,2.287537,4508.629291031571,0.03394727338389325,313.65632251848564,5
KERNEL/USD,ENTER,2025-05-29 06:00:00,0.1913088375,52271.500525949305,0.01138047850942181,,5
LCX/USD,ENTER,2025-05-29 06:00:00,0.145521675,68718.28543754737,0.09196093163035313,,5
LRC/USD,EXIT,2025-05-29 06:00:00,0.098376875,102331.1025152985,0.009221311475409832,67.01408075970602,5
MASK/USD,ENTER,2025-05-29 06:00:00,2.33091,4290.169933631071,0.038821954484604904,,5
ME/USD,EXIT,2025-05-29 06:00:00,0.94282,10579.99534480205,0.0,-24.968789013731968,5
MLN/USD,ENTER,2025-05-29 06:00:00,8.290349999999998,1206.221691484678,0.023612313017678188,,5
OGN/USD,EXIT,2025-05-29 06:00:00,0.0662071375,148402.90647092322,-0.015007429420505147,-174.66836587994635,5
ONDO/USD,ENTER,2025-05-29 06:00:00,0.9369196875,10673.273422915452,0.020781062506817882,,5
OP/USD,EXIT,2025-05-29 06:00:00,0.7892122500000001,12506.280497737458,-0.010518407212622094,-129.89022924949992,5
ORCA/USD,EXIT,2025-05-29 06:00:00,2.9143525,3354.892712627858,-0.01981860933825985,-222.66003572121897,5
POL/USD,EXIT,2025-05-29 06:00:00,0.229412875,43151.936079037085,-0.007561028299848838,-100.39028229187485,5
POWR/USD,ENTER,2025-05-29 06:00:00,0.17772187499999997,56267.693552074,0.023054755043227626,,5
PRCL/USD,ENTER,2025-05-29 06:00:00,0.11073825,90303.03440771368,0.034611786716557624,,5
RED/USD,EXIT,2025-05-29 06:00:00,0.426765875,23140.675638306613,-0.01679705476300042,-124.34931312689393,5
RLC/USD,EXIT,2025-05-29 06:00:00,1.1669395000000002,8520.317015435196,-0.003241767616447566,-57.30552216655927,5
SNX/USD,EXIT,2025-05-29 06:00:00,0.79001125,12578.735019512762,-0.0037783375314861534,-62.657823815947154,5
STRK/USD,ENTER,2025-05-29 06:00:00,0.16371438749999997,61081.986456443854,0.04746957078795644,,5
TNSR/USD,EXIT,2025-05-29 06:00:00,0.152109625,64477.182733977614,-0.016785022595222854,-192.39991327819013,5
TRAC/USD,ENTER,2025-05-29 06:00:00,0.47709562499999997,20960.15866840112,0.0269396551724137,,5
TRU/USD,EXIT,2025-05-29 06:00:00,0.0418676,236334.96463542673,-0.008045433033601501,-105.22223462980799,5
TURBO/USD,ENTER,2025-05-29 06:00:00,0.00524655,1906014.428529224,0.026444662095984173,,5
ZK/USD,EXIT,2025-05-29 06:00:00,0.0625716875,159239.725852888,-0.0011160714285713969,-36.10163634742124,5
KAITO/USD,ENTER,2025-05-29 06:00:00,2.293263,4360.598849761235,0.03394727338389325,,5
AERO/USD,EXIT,2025-05-29 07:00:00,0.601347375,16451.186963421405,0.0026644462947542635,-107.12190391231671,5
AGLD/USD,ENTER,2025-05-29 07:00:00,0.9151425,10927.259962246317,0.02754356379988776,,5
ALICE/USD,EXIT,2025-05-29 07:00:00,0.48599175,20525.10399813632,0.0,-24.968789013731886,5
BICO/USD,EXIT,2025-05-29 07:00:00,0.1194505,83787.8825964189,0.0,8.504470083536884,5
BONK/USD,EXIT,2025-05-29 07:00:00,1.9986985000000003e-05,481024688.4117485,0.00235411970949162,-385.7667680847076,5
GFI/USD,EXIT,2025-05-29 07:00:00,0.8918837500000001,11011.593831855716,-0.015435501653803807,-178.93839976765403,5
